Reportnumber,CircumstancesCode,DriverID,NonMotoristID,PassengerID,Vehicleid,CrashPoint,Latitude (generated),Longitude (generated)
ADJ5700042,N/A,*,,,*,Point,39.339774095,-76.708045029
ADJ5700041,N/A,*,,,*,Point,39.330316183,-76.661173401
ADJ5700040,N/A,*,,,*,Point,39.336313904,-76.702541124
ADJ5660067,N/A,ed8a06c3-53ca-429e-b1f4-831b03249b5f,,,*,Point,39.336085951,-76.667149729
ADJ5660064,N/A,*,,*,*,Point,39.340845961,-76.673268314
ADJ5660063,N/A,*,,*,*,Point,39.343264883,-76.683953942
ADJ5660062,N/A,38078617-a18b-497a-8a51-a1b4e0912811,,,*,Point,39.334510394,-76.683251676
ADJ5660053,*,967a64a7-a48f-4d59-afdb-b2f7f342b4bb,e32bcff6-531b-4da0-b82a-6f86b177392d,,a0340efe-bcdb-4a68-8d53-9f0452ecddaa,Point,39.336031035,-76.662624742
ADJ5660052,N/A,5b90e982-e269-467c-a7fd-5139704f6901,8b1ee331-d7eb-44d5-b20d-c3b4e8f35517,*,cd088869-0785-4216-a203-941730c07bdb,Point,39.343760223,-76.667680725
ADJ5660051,N/A,*,,*,*,Point,39.349626659,-76.690386480
ADJ5660050,N/A,*,,,*,Point,39.362295355,-76.699832386
ADJ5650061,*,709d71de-86ef-407a-bcc3-6bdd07a50f37,,5294e797-cc29-43ae-a170-7aa5a1a729e7,31027d4e-4449-4389-8287-2ecbb0eff7e9,Point,39.239184694,-76.595602260
ADJ5650060,*,bd4d1bad-d784-469e-a835-ed80bf54853e,a54af051-04c9-4141-8247-dddab86eeec0,,1fedd014-9b76-4c50-8a35-3bb4956c71d1,Point,39.272587353,-76.614104173
ADJ5650058,*,19c1f324-e9a7-4156-bed9-d288ff689a00,36d622bb-dd79-4516-90a5-5538d87cfd12,,96270a6c-999b-4680-80fb-cc7d5c25628d,Point,39.291878446,-76.612521912
ADJ5650057,N/A,*,,,*,Point,39.284263844,-76.614737382
ADJ5650056,*,*,,*,*,Point,39.288191643,-76.604974172
ADJ5650047,*,2408e718-87dc-47c3-af2b-d09c1d29f74a,c76d9f43-1033-4061-8c2b-439af29397ab,2d226a5a-88c8-4317-a11e-d7a98e4326d8,c61af23b-c53f-4649-9cb4-b519fa848854,Point,39.294052532,-76.615153854
ADJ5650046,N/A,7d3af488-9e41-437b-bbfe-5048cda6fe1f,5633bb9d-8db6-429a-985b-cfc95f923238,de9f2c61-0dae-42ad-bbae-5faa62b6d90f,a06d827d-e6f9-4e27-b48b-7324f414dcbd,Point,39.291058121,-76.617978214
ADJ5650045,*,*,,9df5c900-e5d4-4d8c-ad83-17422fdcb8c8,*,Point,39.294951300,-76.619756552
ADJ5650041,*,*,,*,*,Point,39.294540315,-76.631984702
ADJ5650039,N/A,7a4494f1-cd43-48e7-9d5f-09c0df9e5c1d,4c0d5631-2510-4775-bbfa-e7aa8b5b4ef2,,6a0118b3-f65d-4ed6-8d6b-8239c8589ce8,Point,39.288994294,-76.628046907
ADJ5650037,N/A,335a4a20-1099-4cdf-8192-05c655e0344e,c8d34b1e-0f82-470e-8528-a7bc3c20509f,,81e4b96c-d99c-458c-b085-139aa9b9c69a,Point,39.305411535,-76.629153149
ADJ5650033,*,*,,,*,Point,39.310744841,-76.625078216
ADJ5650032,*,*,,755c3966-b2e1-47b3-ab3e-bfb35418d480,*,Point,39.295345098,-76.627796646
ADJ5590027,*,*,,,*,Point,39.314245259,-76.647505979
ADJ5590025,*,d015e8ad-44c6-47f9-8d16-d3f1e7ba6b40,1fdac6e6-a66d-402e-aa19-6d777f531d95,,581ca425-dae7-45d3-962d-102d5b279b51,Point,39.310027277,-76.642586828
ADJ5590024,N/A,9100c1d4-10ae-4ff8-866d-c74b92b32b2d,9680c628-a53e-4423-aeed-5b2a6f9cc010,,4a5b0370-2914-4ba8-8761-1e36457ed04c,Point,39.313517150,-76.645887696
ADJ5590017,N/A,*,,c18f57c9-60bf-4560-adf2-566e36f42d78,*,Point,39.294770096,-76.654765608
ADJ5580043,N/A,*,,2e912419-b4f8-4965-af67-0fb1c4d542d0,*,Point,39.364866529,-76.702818020
ADJ5580036,N/A,*,,*,*,Point,39.332620823,-76.682767612
ADJ5580035,N/A,*,,f7b78ecd-0e65-43e7-9fb4-c9d88bae8ab4,*,Point,39.314390198,-76.666066770
ADJ5580032,N/A,*,,ceaad958-230b-4909-9e52-44fd96ea2b1d,*,Point,39.341280230,-76.683011533
ADJ5550097,*,b5850204-74a8-4777-8088-556785783849,,,922bdaa3-7d77-4061-9017-d887558b48de,Point,39.362591937,-76.578132412
ADJ5550091,N/A,*,,,*,Point,39.330942870,-76.592315105
ADJ5550089,N/A,*,,,*,Point,39.363790214,-76.586573008
ADJ5550088,N/A,7d52e703-fb36-47ec-9645-76af6e96dc3c,507aeef4-a2fd-4c54-908f-f9b17007edde,,8c3a6dde-b775-4507-a8ea-ed9d1d9c3d6f,Point,39.352029672,-76.583888101
ADJ5550087,N/A,*,,*,*,Point,39.343406348,-76.586605860
ADJ5550085,N/A,0e07aa7e-0ce9-49ee-bec2-abc715188a06,1a1c7af9-9cec-4799-a6ad-328ad0bdbd23,,3af4a57f-6ee0-4e87-ae69-2a8c0e2a6e2d,Point,39.333777654,-76.556280992
ADJ5550079,N/A,*,,7a513cf6-ba2b-4743-8338-e3b60178edfa,*,Point,39.357756715,-76.582158097
ADJ5550078,*,*,,79a20e20-9f48-484f-8c36-995a8cafd6db,*,Point,39.342579318,-76.592941976
ADJ5550072,*,*,,82bb0c7d-c7c9-475d-8349-da9cf00733a6,*,Point,39.345812470,-76.586193717
ADJ5550070,N/A,*,,,*,Point,39.362885655,-76.587588069
ADJ5550057,N/A,*,,,*,Point,39.324237032,-76.539702173
ADJ5540046,*,*,,,*,Point,39.323175466,-76.588534257
ADJ5540044,*,*,,,*,Point,39.318393636,-76.593477604
ADJ5540032,*,beea16b7-17b0-4d80-80d8-d3e3ebd82797,,*,*,Point,39.338695402,-76.599855410
ADJ5530038,N/A,*,,,*,Point,39.250060120,-76.615417584
ADJ5450088,*,*,,,*,Point,39.307488406,-76.594713670
ADJ5450086,*,*,,4d1338e2-2ad0-4f3a-b94a-25528a366a04,*,Point,39.289919392,-76.606085594
ADJ5450083,N/A,5677ae6b-ee17-47c6-af95-9c46b3ede871,49dbd449-ea6a-4c0b-8b48-9263d3ae47ac,,f91352f4-c328-4fb2-b24c-9ced50e9adfc,Point,39.289790239,-76.608945672
ADJ5450081,N/A,9a4a1b02-4f8e-4b41-8fb6-ddae952307b9,85f5065a-c6ca-42f8-8b4d-b5d60bfff511,,4624a575-e5c0-4395-b1f6-46dbecf7df55,Point,39.289656332,-76.612313219
ADJ5450079,N/A,b38c2197-b055-48af-a22a-b7702225816f,4f532bf4-f007-45eb-bfab-23714111cc6b,,eb8767da-2045-4f63-a7b0-43884dbe53d0,Point,39.298673150,-76.614162441
ADJ5450078,N/A,fc47522a-06ce-4576-a1a3-0eb83c5e2b5e,97539552-d924-489c-a3b2-d26fa0d2bd5e,,21693b6c-9294-44da-b71d-9846976e778b,Point,39.310946098,-76.619353246
ADJ5450072,N/A,fc3a46f8-f784-4d32-8bcd-5e373c9a849d,205d0f53-1a54-40a8-89cd-94ebe6a9b755,18aec29d-09d7-4fc4-9e8a-cd4e76d24e55,0c4fa14d-f6d5-4e27-8853-6c45d27e434b,Point,39.288785479,-76.614966798
ADJ5450070,*,*,,*,*,Point,39.290706378,-76.606370109
ADJ5450062,N/A,9f96e708-c656-4189-9b3c-465c48276efa,fe6987b7-d29c-4860-a358-ce0ce4473c0c,,674f5ebd-5afd-4bde-8dfb-90c17b78b958,Point,39.291962070,-76.612528860
ADJ5450060,N/A,9cca82ba-e86c-4680-b3ea-e1d32916bbf1,46d3f0d7-9507-4662-9d88-4890d9b1419d,,9fd6d510-7aca-4ae4-ba81-aedb7150d40f,Point,39.291182581,-76.609082200
ADJ5450056,N/A,2287d302-028b-43c5-ace4-3f2c675fb58b,b202e106-edec-4e83-a9cb-4a1d27c5f1ca,,95052108-fe4f-475a-9507-0037f20649ae,Point,39.286719336,-76.610010285
ADJ5450054,*,ff5645f1-1da7-45a3-846c-1da4be9fb06d,7c4cef29-ab77-4b02-b587-911ac53b7873,,358aa60d-4c7b-443d-9218-f005a78fe7db,Point,39.290289968,-76.623743168
ADJ5450053,*,4571c296-0be1-4563-b9c9-ca03499e40b1,,1ffbd2b3-b4bc-4e4b-a653-a4a827468bd3,a19a1201-ffe9-472d-94f7-be027d6516ba,Point,39.288532719,-76.606780912
ADJ5450052,N/A,*,,d635ec5a-d008-4adc-a592-e74bf651736e,*,Point,39.289345426,-76.619913010
ADJ5450049,*,*,,,*,Point,39.290492383,-76.611052286
ADJ5430019,N/A,*,,*,*,Point,39.289782316,-76.605719407
ADJ5430015,N/A,*,,8aa91575-294b-418f-9d2f-61b77b3b0dbc,*,Point,39.287679542,-76.614059070
ADJ5380018,N/A,*,,,*,Point,39.303132859,-76.645943831
ADJ5380015,N/A,*,ea738708-b212-42e6-b6c2-8c4045214d5b,,*,Point,39.297556241,-76.647424427
ADJ5290041,*,*,,*,*,Point,39.299028061,-76.638695172
ADJ5290039,*,*,,,*,Point,39.313380440,-76.646581977
ADJ5290028,*,*,,,*,Point,39.316112400,-76.651138475
ADJ5290026,*,*,,546a3ccd-18fb-4e07-9af6-5f6af3b00e60,*,Point,39.316783703,-76.650590047
ADJ5290025,*,*,,,*,Point,39.316691852,-76.650492162
ADJ5290024,*,f35e51ec-dc2e-4d73-8ec6-19905b62b28a,32757471-70c6-4372-898e-0a4eef9d4c01,3b6743c3-0198-42d5-b70a-cf58e2ff9582,e2a40211-3e3d-4072-8cc7-fbfca47ed72c,Point,39.308860999,-76.646268389
ADJ5290023,*,*,,e391762a-a10f-4e2a-8bbf-34de936a6ab9,*,Point,39.309836930,-76.647633608
ADJ5290022,*,*,,ea0c97ff-e932-49a3-a4dc-c840b575beb3,*,Point,39.309956270,-76.644968814
ADJ5290021,*,ca8172f4-e105-4559-b1e8-62632aeadb05,,,*,Point,39.309924089,-76.652731159
ADJ5220059,N/A,9bc32423-01e8-4483-9eac-8dd2fce009b3,1ebe4146-0ce1-45cd-877c-e83d1f807b18,,55a4d8ce-d3f7-4348-bafa-cd3b23c7b17a,Point,39.279637253,-76.653462985
ADJ5220047,N/A,*,,*,*,Point,39.287110757,-76.674492068
ADJ5220045,N/A,*,,*,*,Point,39.280656276,-76.660131522
ADJ5220040,N/A,*,,*,*,Point,39.280432041,-76.651915953
ADJ5220037,*,*,,,*,Point,39.273552374,-76.671272995
ADJ5150027,N/A,*,,b0e38110-f217-4cfc-9719-1240a52545e4,*,Point,39.345239236,-76.671261658
ADJ5060079,*,fadf0526-0a73-4ce8-bf11-bfc2f30ec891,,0ae99594-0e99-4d5d-ae6f-bb43996b42d7,*,Point,39.235047775,-76.597240412
ADJ5060077,*,*,,9397a31c-50fa-4324-89c4-caadff0e4568,*,Point,39.242970784,-76.608870399
ADJ5060063,*,f6f9a98d-99c3-4791-8a3f-c16cae4a9b5b,a2b402d7-1a3f-4e30-9a2c-d25b09357446,*,921c5d85-4ecd-40e3-905e-16ffd9b62629,Point,39.274226968,-76.619970182
ADJ5060051,*,*,,,*,Point,39.247179197,-76.621584015
ADJ4980019,*,*,,,*,Point,39.236900533,-76.600241040
ADJ4980016,N/A,a86a8a18-c29f-4ee4-91aa-f71391bbd880,8c454023-3460-470e-a69b-917c82161a62,54d7c88c-c6c9-46ad-9fdb-dc82e7baca48,78a55b7d-8edb-4836-835b-92dc1eba8fd1,Point,39.238984595,-76.610840485
ADJ4980015,N/A,*,,629f5eff-a2ac-4e68-85cc-b91e02208d2c,*,Point,39.238546182,-76.609572238
ADJ4910029,*,80c295dd-e694-48a0-8674-7d15e2b6034a,e06ed1df-635d-445f-8b67-4436a199be36,,f7db0c01-01ee-45e0-9bbd-cec434a6ecdb,Point,39.317990269,-76.575606767
ADJ4900037,N/A,*,,1da97c62-341c-495e-ab09-3f7fd47c1747,*,Point,39.286149454,-76.646751174
ADJ4870071,*,*,,,*,Point,39.290230176,-76.627994246
ADJ4870068,N/A,*,,d1c83e36-55ba-49ca-bd2f-d66cc213405b,*,Point,39.583000030,-76.363000027
ADJ4870067,N/A,*,,87a1f271-3485-4142-9572-cf16d981ae7c,*,Point,39.357000021,-76.583299995
ADJ4870065,N/A,8706434e-a56c-4dc6-a6f9-01934bdbc56f,42a98d86-966c-424f-95f0-67a42640bedd,,2ea69035-7211-4786-b40f-ae6a2795e7e7,Point,39.345545022,-76.545100024
ADJ4870064,N/A,*,,,*,Point,39.299000024,-76.608999978
ADJ4870058,*,*,61009e08-a402-4b35-9d2b-07f36d915044,*,*,Point,39.345645650,-76.575135258
ADJ4870038,*,*,,*,*,Point,39.345291835,-76.578065184
ADJ4860045,*,*,,,*,Point,39.310321360,-76.647383591
ADJ4860043,*,*,,,*,Point,39.306594574,-76.647942137
ADJ4860042,N/A,8383ef3f-a5f4-4c58-982c-cccb57d8a6fe,12472faf-f71d-4718-894f-a165b4ead51f,,f70bd695-1bae-42a1-812e-e1550c9c97fb,Point,39.294879989,-76.653209982
ADJ4860036,*,0a2d6aa3-57b5-4c82-9bf7-5f1dd2e1e853,,,d2b837b2-2089-41e8-8080-9f5127e946c0,Point,39.276827825,-76.662184622
ADJ4860028,*,*,,,*,Point,39.294021691,-76.679191737
ADJ4840044,N/A,*,,*,*,Point,39.287545086,-76.602597976
ADJ4840043,*,*,,35bd8f2d-0049-44d5-b1d5-b7fcb1dd7c1c,*,Point,39.283766188,-76.587845827
ADJ4840041,*,*,,*,*,Point,39.290209027,-76.598608190
ADJ4800034,N/A,*,,,*,Point,39.302770024,-76.610179178
ADJ4800028,N/A,f4f3f7f1-5f47-4bdd-8651-4adc197562e1,,e56e35a6-08d6-4137-bbdf-cc5e1b376250,ef2a5091-429b-408d-8e91-7e1c693d1996,Point,39.310781655,-76.623552151
ADJ4800027,N/A,*,,4836e111-68b4-40d7-afab-4f3b9b70f42b,*,Point,39.296493518,-76.611368372
ADJ4800024,N/A,220a7572-d42c-46cf-8e5a-d479556800d0,,,4d46f215-f3e0-4206-b003-955cf4a6a462,Point,39.316995992,-76.632792654
ADJ4800021,N/A,*,,*,*,Point,39.293780512,-76.625841310
ADJ4780049,*,*,,,*,Point,39.296569766,-76.626236936
ADJ4780048,N/A,*,,*,*,Point,39.296773156,-76.626309406
ADJ4780047,N/A,83594d48-2b4b-4f16-b113-d51b89a4c444,,,de274d65-8495-4b74-8a36-f96259d3cc3f,Point,39.294723835,-76.626808952
ADJ4780046,N/A,*,,,*,Point,39.288900126,-76.623697577
ADJ4780045,*,*,,,*,Point,39.294686534,-76.613663444
ADJ4780042,*,*,,,*,Point,39.295436401,-76.630797396
ADJ4780041,*,63b4bd3c-b83b-4b8a-8172-12f0821f4484,a02948a8-3a46-48ab-b345-75c52039318e,3a3e2d9d-a912-4b61-aaec-26e72f7256bb,c8f4664c-dd1d-4052-8a23-df523f908448,Point,39.289150265,-76.624580011
ADJ4780040,*,*,,,*,Point,39.293714564,-76.627998512
ADJ4760098,N/A,*,,bfdeb32f-f122-4980-9e3d-74c2613d1c63,*,Point,39.305810453,-76.536254781
ADJ4760096,N/A,*,,,*,Point,39.323740412,-76.540743198
ADJ4760092,N/A,*,,,*,Point,39.332539455,-76.559534990
ADJ4760084,N/A,*,,,*,Point,39.325812467,-76.551696762
ADJ4760083,N/A,*,,*,*,Point,39.312134378,-76.536251429
ADJ4760075,N/A,*,,*,*,Point,39.311448996,-76.542926975
ADJ4760071,N/A,*,,*,*,Point,39.323845977,-76.540799028
ADJ4760066,N/A,*,,d6401a30-5529-4526-8b49-df7cf620cf91,*,Point,39.312441383,-76.543444379
ADJ4760064,N/A,*,,c326f1ec-7ca0-4de6-9a17-715f1b1967c7,*,Point,39.320929399,-76.540420346
ADJ4760053,*,*,,*,*,Point,39.317900002,-76.545599997
ADJ4760052,N/A,*,,1650cbfc-4935-4d4c-85c2-cadef8666f61,*,Point,39.322046978,-76.548649385
ADJ4760048,N/A,*,,*,*,Point,39.307287332,-76.534322362
ADJ4760042,N/A,e691bf87-7ff4-490a-84e1-95c36760f4f7,,,*,Point,39.345669360,-76.598376215
ADJ4760041,N/A,*,,,*,Point,39.308986068,-76.562181133
ADJ4730079,N/A,ff1fa03f-8020-4a77-b822-51230ac4be13,ae8a3189-9174-4385-96d6-af7b7d7cbb90,e3c95531-5cfd-4c33-9d97-3e4a3917ad82,c22e8409-ddbf-4048-b3f6-8fd42c7a84a0,Point,39.254005534,-76.649715476
ADJ4730078,*,*,,,*,Point,39.281359212,-76.567615311
ADJ4730077,N/A,*,,,*,Point,39.277244784,-76.561691156
ADJ4730071,*,*,9a2d6f25-6f52-485b-a025-22e1e7653ca7,,*,Point,39.285860246,-76.585933399
ADJ4730062,*,*,,*,*,Point,39.291347511,-76.599581196
ADJ4730057,*,*,,*,*,Point,39.285920099,-76.581685003
ADJ4730051,*,*,,,*,Point,39.291661099,-76.590465700
ADJ4730050,*,*,,,*,Point,39.294420853,-76.581967019
ADJ4730049,N/A,*,,e9b69676-c29a-4b80-a39c-da6508cd765b,*,Point,39.291655857,-76.590473075
ADJ4730048,N/A,*,,*,*,Point,39.283435046,-76.595166894
ADJ4730044,N/A,*,,af9ab621-20f9-4562-a436-a5060f5d941d,*,Point,39.292131267,-76.578110775
ADJ4730043,N/A,44608ae9-5fe4-492b-ab41-448120f4dc81,,,638f7fdc-89b5-468b-9d68-c55e3f240380,Point,39.271828708,-76.552028939
ADJ4690058,N/A,*,,095952e3-0666-4256-9d77-09522b0c0956,*,Point,39.280222983,-76.634782245
ADJ4690057,N/A,*,,e8c7ba42-93d4-4c86-8c75-4dcc2dbc2fe9,*,Point,39.268650228,-76.632261414
ADJ4690055,N/A,*,,f708980f-2cea-4396-9e90-1ff6706732b7,*,Point,39.285715794,-76.635268442
ADJ4690050,N/A,40f7e080-5568-4e49-8b33-f686fa974628,d15b3ceb-9c95-440c-9047-9254283e2ca7,,b349ec23-29c0-4fa3-9721-0c0ffd406cf8,Point,39.283375986,-76.626401013
ADJ4670077,N/A,*,,*,*,Point,39.293843413,-76.621721213
ADJ4670073,N/A,b30bb579-2f57-47e5-9d8f-7078ab2bfb81,,,8b36a5b2-9635-423f-b009-62a63692bc18,Point,39.295223259,-76.605366446
ADJ4670070,N/A,*,,d3310012-2a90-4fa2-a824-89871beb3b4b,*,Point,39.286485897,-76.614885613
ADJ4670052,N/A,c086a1f0-b063-41ce-b01a-66901fe439e4,a152159c-a141-4f1c-8282-53fdf3108177,,9dc11626-4cf2-4c77-8cfd-211cb3e84ee1,Point,39.288280874,-76.604977950
ADJ4670051,N/A,*,,,*,Point,39.294982202,-76.618253525
ADJ4670044,N/A,89b4c5d9-19d2-469f-b936-d904e173a00f,2417c8ec-5d95-4e78-b63b-1e6b05a9ab99,,16067d21-dbdf-4ec5-8a5a-0dabb8d3df71,Point,39.296700077,-76.626053781
ADJ4650049,N/A,*,,37a9346c-98d0-4c51-adc2-8f13f2f1875f,*,Point,39.304610043,-76.613349612
ADJ4650047,N/A,*,,,*,Point,39.309065913,-76.637315143
ADJ4650046,N/A,f4bc5645-434b-42bc-91f1-dbf5a648ce45,,,1f5a4844-0d84-4b2f-8498-86ed8778956e,Point,39.305916567,-76.612115132
ADJ4650042,N/A,*,,*,*,Point,39.288340666,-76.604758531
ADJ4620089,*,*,,88e30d4b-d405-4b77-9f77-b6f8e5d040e6,*,Point,39.295604136,-76.572877793
ADJ4620086,*,c400ba46-b5c0-4465-a4ca-57bbeb1692f5,560bfefc-76a7-4208-9777-7922aca83ff7,,e4c1d000-daa6-4288-aeb5-f42d6180dde4,Point,39.286680206,-76.565250391
ADJ4620080,*,dded4cb2-ce98-4c77-9e08-a93c38dd736a,,,*,Point,39.295939056,-76.571169670
ADJ4620073,N/A,8b0f32f2-aa9a-4daa-9df9-64f3126d1e94,9a0b7754-0c62-4b29-87f2-f976e49025e3,,2feda8e9-a4a5-4f40-a619-e0ad1924c68f,Point,39.295934789,-76.570560596
ADJ4620072,*,*,,*,*,Point,39.286745179,-76.563530748
ADJ4620070,*,*,,,*,Point,39.294865849,-76.570517017
ADJ4620067,N/A,78d09be2-c49f-4099-ae05-39a48633ab06,8ea92892-b866-4199-ac68-ec2ba90e8201,,df37ac62-8dac-48fa-b571-3cc5edc21973,Point,39.296007685,-76.569629708
ADJ4620062,N/A,eb509d4a-b562-4a83-a9c5-fece59addd51,f8665487-1b7b-4666-839c-f178e169b1c4,,85a8c8cb-40ce-4a1c-8d7d-69799ec88beb,Point,39.292112129,-76.579030632
ADJ4620060,*,*,,,*,Point,39.291923671,-76.567502980
ADJ4600079,N/A,*,,,*,Point,39.334410619,-76.664456289
ADJ4600078,N/A,*,,,*,Point,39.336275627,-76.667280710
ADJ4600077,N/A,*,,*,*,Point,39.321785868,-76.655012273
ADJ4600071,N/A,*,,9f28ad87-be84-4ee2-bbe0-0589175f84b3,*,Point,39.342729194,-76.683755062
ADJ4600070,N/A,*,,,*,Point,39.337683938,-76.671073566
ADJ4600069,*,*,,*,*,Point,39.342115915,-76.682286351
ADJ4600068,N/A,*,,,*,Point,39.342953246,-76.680909186
ADJ4600062,N/A,*,,f12e4462-f22f-428b-afc7-7063e9a7a932,*,Point,39.353620893,-76.682068332
ADJ4600061,N/A,5aa5e95b-9513-49ed-aa4b-4a9123241712,b92d8135-16a2-4c80-87d9-e1ac85ce8ea8,,1a6d25ba-dcb5-4a42-8acc-11f4cfb7ab13,Point,39.342200331,-76.677873633
ADJ4600057,N/A,029bc3c9-0374-4add-9fc3-014f1f7523ee,4fb253d8-8174-49a7-9070-57121f8540cb,ffbbb5e1-26de-440e-b78d-d1598ef73cd9,f79e96ea-d510-4271-ab64-3f3e384a910f,Point,39.337757443,-76.665133382
ADJ4600055,N/A,*,,d58c92b2-fabc-439d-b696-9222adac59ba,*,Point,39.337861119,-76.670642650
ADJ4600050,N/A,*,,*,*,Point,39.321203003,-76.654610003
ADJ4600049,N/A,*,,7ef08835-10d8-41fc-80bf-749cf8ef6241,*,Point,39.347581299,-76.690113120
ADJ4600047,N/A,*,,,*,Point,39.341255728,-76.682944245
ADJ4600046,N/A,*,,*,*,Point,39.330677677,-76.659897352
ADJ4600043,*,*,,*,*,Point,39.327659983,-76.659360200
ADJ4600042,N/A,*,,,*,Point,39.336587752,-76.666138142
ADJ4600040,N/A,*,,*,*,Point,39.342128044,-76.682281048
ADJ4590039,N/A,*,,,*,Point,39.294593158,-76.628023989
ADJ4590033,N/A,*,,,*,Point,39.299803101,-76.622778939
ADJ4590030,N/A,bac9c1a4-939c-4aea-b477-d79c3468bf0e,e6898fde-3dec-43e0-8554-13af61e20aa6,c02ba9e2-7d34-4eb8-bd27-f8ea5507cf9e,4d94cb82-59b0-4ee8-a5b2-254e79d7a4c9,Point,39.286566778,-76.613536058
ADJ4570067,N/A,*,,*,*,Point,39.286733720,-76.590137850
ADJ4570063,N/A,*,,a1230182-331c-4483-9ff2-0e649542c1c3,*,Point,39.293992374,-76.593936375
ADJ4570059,N/A,9a4b9110-9e43-42da-a94a-f8a56bc9517b,a455ab3d-eeff-45f1-b9f5-6b7418698f29,,bc64fe27-8e44-4600-95ba-98eee77f4a18,Point,39.294234894,-76.584871773
ADJ4570058,N/A,*,,,*,Point,39.293284197,-76.577683454
ADJ4570057,N/A,17a58688-d420-4230-a453-938b44274af9,d662b7b5-2390-41f1-b369-ae046b9b7a1c,,8baab2a7-5361-4247-8c4b-6c8da938fb8c,Point,39.293191492,-76.597281248
ADJ4570056,N/A,*,,0de81934-74fb-4322-8301-c942565f07f7,*,Point,39.276336020,-76.566503766
ADJ4570055,N/A,*,,*,*,Point,39.290211708,-76.599521587
ADJ4570052,N/A,*,,d292531e-9a5f-495f-a2ef-485c9311b7aa,*,Point,39.290546019,-76.592390988
ADJ4570050,N/A,b9685cae-f15a-4e5a-ab76-f65d5d8669b7,,,a98b756d-0ea9-49ae-86ad-da8c05c78338,Point,39.290407906,-76.598405471
ADJ4570049,N/A,*,,,*,Point,39.284620280,-76.566085710
ADJ4570047,N/A,*,,,*,Point,39.287040603,-76.603949115
ADJ4570044,N/A,*,,6c4ee4cb-4757-477d-85d3-4d813a7846e8,*,Point,39.295608219,-76.582073742
ADJ4480059,N/A,42897102-1e12-463c-8116-0142d9bc7cd9,3cead223-daad-4d56-b15b-496bd4129f34,,7cbe63b6-96a3-47be-a464-10423d2352e3,Point,39.290545958,-76.609815367
ADJ4480058,N/A,*,,,*,Point,39.284056431,-76.616016661
ADJ4480055,N/A,*,,5829dd5f-307f-4fb6-ba7c-f737aed97e95,*,Point,39.310298748,-76.633880916
ADJ4480054,N/A,*,,,*,Point,39.298480913,-76.618455879
ADJ4480053,N/A,*,,*,*,Point,39.311101398,-76.617920373
ADJ4480044,*,*,,*,*,Point,39.295910470,-76.627345007
ADJ4480043,N/A,a40d4a76-73eb-4f1d-902c-cb4557135c4a,b8937ab3-445a-46da-aa1f-21bfea2585c1,,8c938cd4-f40a-4c22-9d93-87b359a7fa7f,Point,39.296119590,-76.612786252
ADJ4470056,N/A,*,,,*,Point,39.320379996,-76.659719988
ADJ4470052,*,*,,*,*,Point,39.320281684,-76.658559805
ADJ4470049,N/A,*,,23fcae4d-5d37-4b88-b032-e8c939ef8cab,*,Point,39.342131945,-76.677701023
ADJ4470047,N/A,*,,a4ac8457-471a-4a4b-a277-49cc2325b545,*,Point,39.336688625,-76.673955830
ADJ4470045,N/A,*,,*,*,Point,39.341711024,-76.680395012
ADJ4470042,N/A,*,,,*,Point,39.321852547,-76.663582753
ADJ4470039,*,c8da3774-59c2-4e2a-a632-32f3cd3b49a9,130d8a57-3236-4719-abc7-40cbf9772248,,87b79b67-f7e9-48c9-95e9-c72d06fdcf43,Point,39.338856188,-76.667988888
ADJ4460065,N/A,*,,*,*,Point,39.308919084,-76.567541805
ADJ4460061,N/A,*,,*,*,Point,39.310667313,-76.594931444
ADJ4460059,N/A,*,,*,*,Point,39.310585822,-76.596820771
ADJ4460054,*,*,,*,*,Point,39.308320129,-76.573039249
ADJ4460053,N/A,*,,,*,Point,39.311861627,-76.600788737
ADJ4460052,N/A,7846b8bb-ef15-4541-902a-69ddf373073c,37fff676-47e7-43de-ba16-0d734dfc6c67,,80711e2d-697c-47a0-bb6a-a12ac1a10228,Point,39.312520557,-76.585992338
ADJ4460043,N/A,*,,4523889c-6b04-453f-b71d-32dbe864db2b,*,Point,39.309297828,-76.573982816
ADJ4460042,N/A,*,,*,*,Point,39.301992851,-76.591111404
ADJ4460040,N/A,*,,,*,Point,39.310840837,-76.590341606
ADJ4400055,N/A,b3343ac9-f9c4-4bd0-83e9-5f9026caeef9,4fd2c8c6-e367-48b6-af37-31cf9b5b3dc2,,732f4e50-4e7c-439e-b36e-ebff08933d8f,Point,39.330692914,-76.659919782
ADJ4400053,N/A,*,,8b8203db-8664-4b63-81c8-a138a6da7b52,*,Point,39.328032814,-76.616108879
ADJ4400051,N/A,34c8abeb-5426-4622-adf2-7c788aa24d60,eb9a1566-b99a-4691-9d3c-58ec473e5627,,ca9a3e83-5f15-4bff-961c-27586f9c88dd,Point,39.320603317,-76.638304909
ADJ4400034,*,2cd0b286-ee1b-4a87-9ac6-36773a160866,,,32b66019-be30-43b3-8a5e-1b41d859b465,Point,39.298350176,-76.623996354
ADJ4400032,N/A,e4984747-c1f5-4362-a5e5-357681b8f2b1,,,*,Point,39.304906199,-76.613368629
ADJ4370044,N/A,f055473e-d68c-4795-af1b-e1ed286cbedd,,,*,Point,39.293329604,-76.672274708
